Time_abs/ps, Signal 1/nA, Signal 2/nA
  1152.250,     0.258065,    -0.000202
  1152.300,     0.140564,    -0.003106
  1152.350,     0.024297,    -0.001272
  1152.400,    -0.032566,     0.000129
  1152.450,    -0.013424,    -0.001588
  1152.500,     0.065514,    -0.005078
  1152.550,     0.182661,    -0.004094
  1152.600,     0.305811,    -0.001935
  1152.650,     0.378478,    -0.001051
  1152.700,     0.382962,    -0.001308
  1152.750,     0.305335,    -0.001999
  1152.800,     0.176133,    -0.003959
  1152.850,     0.043670,    -0.001534
  1152.900,    -0.058632,    -0.003044
  1152.950,    -0.126570,     0.000005
  1153.000,    -0.150884,    -0.000980
  1153.050,    -0.138748,    -0.000983
  1153.100,    -0.109316,    -0.002533
  1153.150,    -0.085293,     0.000729
  1153.200,    -0.066682,     0.000667
  1153.250,    -0.053508,     0.002252
  1153.300,    -0.045066,    -0.001090
  1153.350,    -0.028155,    -0.003340
  1153.400,    -0.000747,     0.000954
  1153.450,     0.034102,     0.004224
  1153.500,     0.068603,     0.001675
  1153.550,     0.100763,     0.002416
  1153.600,     0.140635,     0.001765
  1153.650,     0.182147,     0.004227
  1153.700,     0.217400,     0.005001
  1153.750,     0.258564,     0.002504
  1153.800,     0.297561,     0.000576
  1153.850,     0.324657,     0.002455
  1153.900,     0.324827,     0.001702
  1153.950,     0.292615,     0.005563
  1154.000,     0.240608,     0.005812
  1154.050,     0.162330,     0.005982
  1154.100,     0.087125,     0.004437
  1154.150,     0.023241,     0.009116
  1154.200,    -0.010417,     0.010127
  1154.250,    -0.005887,     0.006065
  1154.300,     0.025688,     0.004048
  1154.350,     0.073365,     0.006666
  1154.400,     0.127059,     0.013628
  1154.450,     0.166949,     0.012699
  1154.500,     0.194233,     0.013345
  1154.550,     0.191515,     0.010312
  1154.600,     0.165939,     0.008402
  1154.650,     0.121964,     0.011120
  1154.700,     0.065457,     0.011969
  1154.750,    -0.016505,     0.009190
  1154.800,    -0.109004,     0.006857
  1154.850,    -0.200968,     0.007645
  1154.900,    -0.280597,     0.008847
  1154.950,    -0.334269,     0.010925
  1155.000,    -0.349513,     0.013577
  1155.050,    -0.318529,     0.009174
  1155.100,    -0.253195,     0.009943
  1155.150,    -0.159997,     0.012319
  1155.200,    -0.055835,     0.010886
  1155.250,     0.047945,     0.010160
  1155.300,     0.150270,     0.012629
  1155.350,     0.230604,     0.013781
  1155.400,     0.290381,     0.009570
  1155.450,     0.321656,     0.009362
  1155.500,     0.309583,     0.006633
  1155.550,     0.271613,     0.009488
  1155.600,     0.212490,     0.008007
  1155.650,     0.163082,     0.007472
  1155.700,     0.141161,     0.008031
  1155.750,     0.144030,     0.010317
  1155.800,     0.163049,     0.010539
  1155.850,     0.172485,     0.008880
  1155.900,     0.162784,     0.004306
  1155.950,     0.146424,     0.006153
  1156.000,     0.126811,     0.008302
  1156.050,     0.101934,     0.005688
  1156.100,     0.083626,     0.003407
  1156.150,     0.083863,     0.005098
  1156.200,     0.085973,     0.004112
  1156.250,     0.087734,     0.003541
  1156.300,     0.069881,     0.001445
  1156.350,     0.036372,     0.002953
  1156.400,    -0.000999,    -0.000901
  1156.450,    -0.039940,     0.001304
  1156.500,    -0.085350,     0.005258
  1156.550,    -0.120158,     0.000108
  1156.600,    -0.134661,    -0.001242
  1156.650,    -0.133923,    -0.000320
  1156.700,    -0.123513,    -0.000682
  1156.750,    -0.088125,    -0.001962
  1156.800,    -0.026072,    -0.000516
  1156.850,     0.053755,    -0.000239
  1156.900,     0.152814,    -0.003155
  1156.950,     0.258822,    -0.000890
  1157.000,     0.348767,    -0.000962
  1157.050,     0.406345,    -0.001974
  1157.100,     0.438794,    -0.001484
  1157.150,     0.442930,    -0.002221
  1157.200,     0.422592,    -0.003437
  1157.250,     0.402632,     0.000652
  1157.300,     0.374302,    -0.001700
  1157.350,     0.344464,    -0.001929
  1157.400,     0.329953,     0.001032
  1157.450,     0.321853,    -0.004117
  1157.500,     0.315590,    -0.002698
  1157.550,     0.298844,    -0.002176
  1157.600,     0.276906,    -0.002777
  1157.650,     0.241137,    -0.003226
  1157.700,     0.194746,    -0.002729
  1157.750,     0.158651,    -0.002930
  1157.800,     0.136421,    -0.005642
  1157.850,     0.131526,    -0.005032
  1157.900,     0.147128,    -0.005425
  1157.950,     0.164395,    -0.005999
  1158.000,     0.163063,    -0.005532
  1158.050,     0.142373,    -0.008061
  1158.100,     0.104500,    -0.007404
  1158.150,     0.059640,    -0.004023
  1158.200,     0.003257,    -0.005249
  1158.250,    -0.059014,    -0.009657
  1158.300,    -0.116727,    -0.011479
  1158.350,    -0.168846,    -0.009362
  1158.400,    -0.221082,    -0.010071
  1158.450,    -0.266508,    -0.010272
  1158.500,    -0.294664,    -0.008797
  1158.550,    -0.289034,    -0.006787
  1158.600,    -0.244277,    -0.005967
  1158.650,    -0.161447,    -0.011573
  1158.700,    -0.053535,    -0.009678
  1158.750,     0.054468,    -0.004959
  1158.800,     0.155399,    -0.004531
  1158.850,     0.230672,    -0.009536
  1158.900,     0.267295,    -0.008137
  1158.950,     0.282055,    -0.008642
  1159.000,     0.273939,    -0.008216
  1159.050,     0.261327,    -0.009104
  1159.100,     0.250536,    -0.008425
  1159.150,     0.220250,    -0.005756
  1159.200,     0.185067,    -0.007501
  1159.250,     0.145056,    -0.006265
  1159.300,     0.109633,    -0.007958
  1159.350,     0.096245,    -0.007471
  1159.400,     0.085236,    -0.009646
  1159.450,     0.083215,    -0.011236
  1159.500,     0.066843,    -0.009138
  1159.550,     0.038769,    -0.006610
  1159.600,     0.009705,    -0.009086
  1159.650,    -0.004072,    -0.010758
  1159.700,    -0.012342,    -0.009111
  1159.750,     0.002087,    -0.009430
  1159.800,     0.029413,    -0.007705
  1159.850,     0.052073,    -0.010016
  1159.900,     0.081670,    -0.007387
  1159.950,     0.103203,    -0.009120
  1160.000,     0.111274,    -0.010187
  1160.050,     0.118246,    -0.011083
  1160.100,     0.123338,    -0.012490
  1160.150,     0.136722,    -0.012186
  1160.200,     0.161835,    -0.005820
  1160.250,     0.182199,    -0.006493
  1160.300,     0.217115,    -0.010336
  1160.350,     0.256626,    -0.010365
  1160.400,     0.266206,    -0.011134
  1160.450,     0.251999,    -0.009335
  1160.500,     0.212803,    -0.008278
  1160.550,     0.169478,    -0.006510
  1160.600,     0.127673,    -0.006645
  1160.650,     0.108480,    -0.009092
  1160.700,     0.106549,    -0.007085
  1160.750,     0.131976,    -0.006608
  1160.800,     0.190035,    -0.006893
  1160.850,     0.237044,    -0.007760
  1160.900,     0.258588,    -0.007147
  1160.950,     0.261680,    -0.004465
  1161.000,     0.234930,    -0.007447
  1161.050,     0.174294,    -0.006507
  1161.100,     0.114861,    -0.008886
  1161.150,     0.075584,    -0.006510
  1161.200,     0.051101,    -0.003299
  1161.250,     0.050869,    -0.007358
  1161.300,     0.050485,    -0.007831
  1161.350,     0.060918,    -0.006541
  1161.400,     0.081288,    -0.004783
  1161.450,     0.109240,    -0.006143
  1161.500,     0.141404,    -0.006118
  1161.550,     0.197309,    -0.003813
  1161.600,     0.254180,    -0.005209
  1161.650,     0.298473,    -0.003851
  1161.700,     0.335615,    -0.003653
  1161.750,     0.373442,    -0.003772
  1161.800,     0.388124,    -0.001384
  1161.850,     0.374273,    -0.000119
  1161.900,     0.360186,    -0.002099
  1161.950,     0.344744,    -0.001372
  1162.000,     0.327525,    -0.000139
  1162.050,     0.322824,    -0.001656
  1162.100,     0.323063,     0.001003
  1162.150,     0.345745,     0.000756
  1162.200,     0.362737,    -0.003817
  1162.250,     0.361354,    -0.000366
  1162.300,     0.351005,     0.004379
  1162.350,     0.337053,    -0.000399
  1162.400,     0.300504,    -0.000853
  1162.450,     0.242608,     0.000381
  1162.500,     0.188328,    -0.000940
  1162.550,     0.161966,     0.001681
  1162.600,     0.150628,    -0.000403
  1162.650,     0.168381,     0.000880
  1162.700,     0.203800,     0.004376
  1162.750,     0.256585,     0.003520
  1162.800,     0.317251,     0.001222
  1162.850,     0.356565,     0.004957
  1162.900,     0.387333,     0.002954
  1162.950,     0.412148,    -0.001001
  1163.000,     0.417441,    -0.000834
  1163.050,     0.406537,     0.001474
  1163.100,     0.380392,     0.001512
  1163.150,     0.337763,    -0.002926
  1163.200,     0.299370,    -0.002692
  1163.250,     0.272864,    -0.000005
  1163.300,     0.257922,    -0.002506
  1163.350,     0.255860,    -0.000581
  1163.400,     0.248671,     0.000184
  1163.450,     0.238029,    -0.000789
  1163.500,     0.219905,    -0.000280
  1163.550,     0.182555,     0.001652
  1163.600,     0.152733,    -0.001814
  1163.650,     0.130194,     0.000080
  1163.700,     0.118675,     0.001082
  1163.750,     0.136354,     0.002589
  1163.800,     0.167311,     0.001591
  1163.850,     0.198794,     0.000178
  1163.900,     0.240526,    -0.001703
  1163.950,     0.258785,    -0.002899
  1164.000,     0.255721,    -0.003158
  1164.050,     0.251310,     0.000117
  1164.100,     0.237144,    -0.003400
  1164.150,     0.242505,    -0.003051
  1164.200,     0.257977,    -0.005938
  1164.250,     0.277312,    -0.005055
  1164.300,     0.320526,     0.000279
  1164.350,     0.376272,     0.000878
  1164.400,     0.437682,    -0.005105
  1164.450,     0.492802,    -0.002659
  1164.500,     0.533151,    -0.001053
  1164.550,     0.550980,    -0.006016
  1164.600,     0.537785,    -0.002998
  1164.650,     0.494378,    -0.000528
  1164.700,     0.416067,     0.001822
  1164.750,     0.322203,    -0.000309
  1164.800,     0.236585,    -0.004577
  1164.850,     0.165045,     0.003608
  1164.900,     0.118458,    -0.000962
  1164.950,     0.107791,    -0.004959
  1165.000,     0.113433,     0.004331
  1165.050,     0.139149,     0.002315
  1165.100,     0.162641,    -0.001770
  1165.150,     0.183094,     0.000403
  1165.200,     0.202137,    -0.003282
  1165.250,     0.202697,    -0.003187
  1165.300,     0.195698,     0.001093
  1165.350,     0.194850,    -0.001539
  1165.400,     0.201401,    -0.003367
  1165.450,     0.220671,     0.000667
  1165.500,     0.261251,     0.000838
  1165.550,     0.298507,     0.000086
  1165.600,     0.333817,     0.003809
  1165.650,     0.357207,     0.003540
  1165.700,     0.371354,     0.000966
  1165.750,     0.379708,    -0.000688
  1165.800,     0.376073,     0.001586
  1165.850,     0.374555,     0.004276
  1165.900,     0.369746,     0.004554
  1165.950,     0.349591,     0.000960
  1166.000,     0.338750,    -0.000013
  1166.050,     0.322230,     0.004364
  1166.100,     0.301353,     0.008307
  1166.150,     0.287806,     0.004025
  1166.200,     0.271639,     0.002340
  1166.250,     0.264289,     0.006593
  1166.300,     0.257381,     0.007412
  1166.350,     0.250938,     0.000662
  1166.400,     0.251746,    -0.000151
  1166.450,     0.254695,     0.001717
  1166.500,     0.280201,     0.008149
  1166.550,     0.315920,     0.005840
  1166.600,     0.345033,     0.005580
  1166.650,     0.365851,     0.007953
  1166.700,     0.366054,     0.006508
  1166.750,     0.345186,     0.004803
  1166.800,     0.309400,     0.006439
  1166.850,     0.268511,     0.006588
  1166.900,     0.227777,     0.006466
  1166.950,     0.189462,     0.007564
  1167.000,     0.159534,     0.007767
  1167.050,     0.155065,     0.008213
  1167.100,     0.159448,     0.004732
  1167.150,     0.168518,     0.006353
  1167.200,     0.163812,     0.010728
  1167.250,     0.141733,     0.008610
  1167.300,     0.114336,     0.006897
  1167.350,     0.081476,     0.005022
  1167.400,     0.053681,     0.006305
  1167.450,     0.038021,     0.004370
  1167.500,     0.051809,     0.002228
  1167.550,     0.099456,     0.004876
  1167.600,     0.165638,     0.004781
  1167.650,     0.224159,     0.003151
  1167.700,     0.264103,     0.005197
  1167.750,     0.274170,     0.006907
  1167.800,     0.260518,     0.005994
  1167.850,     0.234803,     0.002084
  1167.900,     0.215709,     0.002120
  1167.950,     0.206591,     0.002561
  1168.000,     0.223892,     0.003392
  1168.050,     0.253160,     0.002351
  1168.100,     0.290700,    -0.002019
  1168.150,     0.326889,     0.001433
  1168.200,     0.363354,     0.004115
  1168.250,     0.400395,     0.002333
  1168.300,     0.417505,     0.001486
  1168.350,     0.427599,     0.001300
  1168.400,     0.444684,     0.000616
  1168.450,     0.451147,     0.000762
  1168.500,     0.448213,     0.001912
  1168.550,     0.445516,     0.000075
  1168.600,     0.445841,     0.000713
  1168.650,     0.455497,    -0.001758
  1168.700,     0.461903,    -0.002285
  1168.750,     0.467443,     0.000087
  1168.800,     0.444981,    -0.002191
  1168.850,     0.408686,    -0.003090
  1168.900,     0.349882,     0.001109
  1168.950,     0.276832,    -0.002021
  1169.000,     0.187446,     0.000828
  1169.050,     0.111159,    -0.000998
  1169.100,     0.054299,    -0.004894
  1169.150,     0.023871,    -0.001916
  1169.200,     0.026640,    -0.002010
  1169.250,     0.060035,    -0.000832
  1169.300,     0.101417,    -0.000530
  1169.350,     0.135603,     0.001267
  1169.400,     0.151853,     0.001389
  1169.450,     0.154691,    -0.005286
  1169.500,     0.142121,    -0.004592
  1169.550,     0.124314,    -0.004471
  1169.600,     0.123540,    -0.003744
  1169.650,     0.140713,    -0.002552
  1169.700,     0.170536,    -0.004273
  1169.750,     0.212916,    -0.003218
  1169.800,     0.275024,     0.000568
  1169.850,     0.335810,    -0.000205
  1169.900,     0.386120,    -0.001962
  1169.950,     0.426404,    -0.001333
  1170.000,     0.451448,     0.002173
  1170.050,     0.471167,    -0.000604
  1170.100,     0.477898,     0.003403
  1170.150,     0.490535,    -0.000880
  1170.200,     0.481496,    -0.000601
  1170.250,     0.454421,     0.003632
  1170.300,     0.419020,     0.000136
  1170.350,     0.361876,     0.000153
  1170.400,     0.287535,     0.000696
  1170.450,     0.222396,    -0.000518
  1170.500,     0.164471,    -0.000619
  1170.550,     0.129520,    -0.000399
  1170.600,     0.122967,     0.000403
  1170.650,     0.137708,    -0.000810
  1170.700,     0.172126,     0.004209
  1170.750,     0.214801,    -0.001630
  1170.800,     0.245898,    -0.001279
  1170.850,     0.277838,     0.002501
  1170.900,     0.313709,     0.001500
  1170.950,     0.329071,     0.000318
  1171.000,     0.325401,     0.000850
  1171.050,     0.303485,     0.003565
  1171.100,     0.270630,    -0.000606
  1171.150,     0.227363,    -0.003611
  1171.200,     0.186045,     0.000649
  1171.250,     0.150781,    -0.001045
  1171.300,     0.125488,     0.000281
  1171.350,     0.128024,     0.003611
  1171.400,     0.149755,     0.002464
  1171.450,     0.171263,     0.001582
  1171.500,     0.204743,    -0.001838
  1171.550,     0.236923,    -0.003775
  1171.600,     0.255724,    -0.001494
  1171.650,     0.281748,     0.001734
  1171.700,     0.312791,     0.003556
  1171.750,     0.339549,     0.002094
  1171.800,     0.370459,     0.002066
  1171.850,     0.390258,     0.000191
  1171.900,     0.396421,    -0.004248
  1171.950,     0.389219,    -0.000715
  1172.000,     0.375111,     0.002911
  1172.050,     0.348088,     0.001123
  1172.100,     0.315061,    -0.002099
  1172.150,     0.281989,    -0.003424
  1172.200,     0.267903,     0.000387
  1172.250,     0.265616,     0.003744
  1172.300,     0.259457,     0.001598
  1172.350,     0.262714,     0.002708
  1172.400,     0.263456,    -0.001054
  1172.450,     0.257672,    -0.003625
  1172.500,     0.257123,    -0.003136
  1172.550,     0.261789,     0.001388
  1172.600,     0.257268,    -0.001017
  1172.650,     0.252035,    -0.004081
  1172.700,     0.254484,    -0.003710
  1172.750,     0.267857,    -0.001102
  1172.800,     0.262281,    -0.003006
  1172.850,     0.255161,    -0.000084
  1172.900,     0.237332,     0.004364
  1172.950,     0.215513,    -0.000288
  1173.000,     0.195021,    -0.000516
  1173.050,     0.183898,     0.002154
  1173.100,     0.182618,     0.003756
  1173.150,     0.183716,     0.000838
  1173.200,     0.194786,    -0.000780
  1173.250,     0.215458,     0.002640
  1173.300,     0.227276,     0.002921
  1173.350,     0.240133,    -0.001512
  1173.400,     0.257396,     0.002201
  1173.450,     0.277233,     0.002030
  1173.500,     0.291880,     0.002514
  1173.550,     0.313492,    -0.000265
  1173.600,     0.324776,     0.000932
  1173.650,     0.310812,    -0.000353
  1173.700,     0.278976,    -0.002354
  1173.750,     0.243551,     0.001608
  1173.800,     0.208783,     0.002227
  1173.850,     0.174434,     0.000264
  1173.900,     0.166410,     0.000494
  1173.950,     0.175185,     0.000883
  1174.000,     0.187270,     0.003049
  1174.050,     0.200521,     0.001352
  1174.100,     0.204791,    -0.000904
  1174.150,     0.212414,    -0.001820
  1174.200,     0.211337,     0.002581
  1174.250,     0.212755,     0.006858
  1174.300,     0.225794,     0.002137
  1174.350,     0.235290,     0.003686
  1174.400,     0.239407,     0.005758
  1174.450,     0.242891,     0.001850
  1174.500,     0.246819,     0.001459
  1174.550,     0.228130,     0.002561
  1174.600,     0.203001,     0.002446
  1174.650,     0.181594,    -0.002296
  1174.700,     0.155669,    -0.001235
  1174.750,     0.151100,    -0.001056
  1174.800,     0.157856,    -0.002415
  1174.850,     0.178109,     0.001367
  1174.900,     0.212731,     0.000732
  1174.950,     0.253340,     0.002321
  1175.000,     0.302624,     0.000269
  1175.050,     0.352343,    -0.000788
  1175.100,     0.398574,     0.003015
  1175.150,     0.421275,    -0.000689
  1175.200,     0.435241,     0.000497
  1175.250,     0.430813,     0.002996
  1175.300,     0.395147,    -0.005102
  1175.350,     0.346669,    -0.001814
  1175.400,     0.284902,    -0.001352
  1175.450,     0.220125,    -0.002765
  1175.500,     0.157087,    -0.002358
  1175.550,     0.111180,     0.000218
  1175.600,     0.094935,    -0.002504
  1175.650,     0.095580,    -0.000579
  1175.700,     0.112588,    -0.000493
  1175.750,     0.145530,    -0.001455
  1175.800,     0.150856,    -0.002829
  1175.850,     0.149887,    -0.005729
  1175.900,     0.144295,    -0.006391
  1175.950,     0.139732,    -0.005480
  1176.000,     0.134415,    -0.003804
  1176.050,     0.140307,    -0.005297
  1176.100,     0.147350,    -0.004409
  1176.150,     0.160498,    -0.002503
  1176.200,     0.159037,    -0.002774
  1176.250,     0.149486,    -0.003118
  1176.300,     0.125613,    -0.004118
  1176.350,     0.108216,    -0.005428
  1176.400,     0.108179,    -0.009670
  1176.450,     0.118376,    -0.007584
  1176.500,     0.141732,    -0.001886
  1176.550,     0.172570,    -0.003410
  1176.600,     0.198380,    -0.009719
  1176.650,     0.219637,    -0.006624
  1176.700,     0.233608,    -0.003060
  1176.750,     0.239232,    -0.005312
  1176.800,     0.240628,    -0.006779
  1176.850,     0.243066,    -0.002568
  1176.900,     0.244691,    -0.009319
  1176.950,     0.244210,    -0.010120
  1177.000,     0.249262,    -0.005106
  1177.050,     0.246205,    -0.006297
  1177.100,     0.242055,    -0.006005
  1177.150,     0.238230,    -0.008137
  1177.200,     0.227753,    -0.005100
  1177.250,     0.231306,    -0.002424
  1177.300,     0.233954,    -0.006535
  1177.350,     0.241425,    -0.007155
  1177.400,     0.246840,    -0.005984
  1177.450,     0.255158,    -0.004765
  1177.500,     0.257736,    -0.008535
  1177.550,     0.257643,    -0.006471
  1177.600,     0.249844,    -0.003960
  1177.650,     0.242243,    -0.004482
  1177.700,     0.228047,    -0.003537
  1177.750,     0.200681,    -0.000819
  1177.800,     0.165122,    -0.004978
  1177.850,     0.130917,    -0.002205
  1177.900,     0.111354,    -0.002996
  1177.950,     0.085586,    -0.002036
  1178.000,     0.068694,    -0.001779
  1178.050,     0.057062,    -0.003315
  1178.100,     0.053289,    -0.002773
  1178.150,     0.058585,     0.000598
  1178.200,     0.066842,    -0.002311
  1178.250,     0.083662,    -0.003081
  1178.300,     0.100880,    -0.001361
  1178.350,     0.124579,    -0.003553
  1178.400,     0.137148,    -0.004097
  1178.450,     0.138385,     0.002000
  1178.500,     0.154128,     0.003316
  1178.550,     0.161605,    -0.000065
  1178.600,     0.178962,    -0.000844
  1178.650,     0.190980,     0.004335
  1178.700,     0.196133,     0.003052
  1178.750,     0.203752,     0.005794
  1178.800,     0.201232,     0.002206
  1178.850,     0.206141,     0.000305
  1178.900,     0.208859,     0.001413
  1178.950,     0.220306,     0.001462
  1179.000,     0.254796,     0.004733
  1179.050,     0.289976,     0.004715
  1179.100,     0.321710,     0.001848
  1179.150,     0.349801,     0.002394
  1179.200,     0.361774,     0.003337
  1179.250,     0.363658,     0.005289
  1179.300,     0.350068,     0.007120
  1179.350,     0.341570,     0.006547
  1179.400,     0.335357,     0.005191
  1179.450,     0.329115,     0.009558
  1179.500,     0.309687,     0.008135
  1179.550,     0.289828,     0.006164
  1179.600,     0.260913,     0.011942
  1179.650,     0.225314,     0.005913
  1179.700,     0.186209,     0.005051
  1179.750,     0.160449,     0.006173
  1179.800,     0.157430,     0.007226
  1179.850,     0.157403,     0.007180
  1179.900,     0.179599,     0.010169
  1179.950,     0.213932,     0.007985
  1180.000,     0.247166,     0.001783
  1180.050,     0.269359,     0.007080
  1180.100,     0.295036,     0.006898
  1180.150,     0.307267,     0.012291
  1180.200,     0.302883,     0.011553
  1180.250,     0.298644,     0.006860
  1180.300,     0.283320,     0.007436
  1180.350,     0.255367,     0.007883
  1180.400,     0.236947,     0.007693
  1180.450,     0.229750,     0.006673
  1180.500,     0.224091,     0.009886
  1180.550,     0.219891,     0.010150
  1180.600,     0.229257,     0.006731
  1180.650,     0.241094,     0.011117
  1180.700,     0.265440,     0.013003
  1180.750,     0.297728,     0.010574
  1180.800,     0.324983,     0.010220
  1180.850,     0.357389,     0.008152
  1180.900,     0.401279,     0.002565
  1180.950,     0.426582,     0.005225
  1181.000,     0.429271,     0.006058
  1181.050,     0.425802,     0.005665
  1181.100,     0.425910,     0.007192
  1181.150,     0.415444,     0.004611
  1181.200,     0.391027,     0.003406
  1181.250,     0.359284,     0.006521
  1181.300,     0.334843,     0.006584
  1181.350,     0.310164,     0.007092
  1181.400,     0.296549,     0.004098
  1181.450,     0.278782,     0.002915
  1181.500,     0.260828,     0.006118
  1181.550,     0.258676,     0.003142
  1181.600,     0.241742,     0.004128
  1181.650,     0.221727,     0.009521
  1181.700,     0.210340,     0.006445
  1181.750,     0.185747,     0.003808
  1181.800,     0.168254,     0.002449
  1181.850,     0.162592,     0.006502
  1181.900,     0.164160,     0.006617
  1181.950,     0.179245,     0.004966
  1182.000,     0.214213,     0.005963
  1182.050,     0.239983,     0.005356
  1182.100,     0.261151,     0.005608
  1182.150,     0.271318,     0.006085
  1182.200,     0.268895,     0.007712
  1182.250,     0.265690,     0.006272
  1182.300,     0.258314,     0.005650
  1182.350,     0.261974,     0.002114
  1182.400,     0.264146,     0.004918
  1182.450,     0.267732,     0.006535
  1182.500,     0.288641,     0.008077
  1182.550,     0.294367,     0.006897
  1182.600,     0.307182,     0.002014
  1182.650,     0.318820,     0.001953
  1182.700,     0.324721,     0.006365
  1182.750,     0.330880,     0.005852
  1182.800,     0.324162,     0.002480
  1182.850,     0.322994,     0.006045
  1182.900,     0.310611,     0.006216
  1182.950,     0.301335,    -0.000241
  1183.000,     0.291822,     0.006347
  1183.050,     0.289983,     0.007146
  1183.100,     0.283469,     0.006432
  1183.150,     0.290805,     0.002427
  1183.200,     0.318245,     0.003569
  1183.250,     0.346396,     0.006244
  1183.300,     0.369837,     0.008330
  1183.350,     0.372823,     0.006728
  1183.400,     0.365775,     0.004389
  1183.450,     0.337201,     0.004043
  1183.500,     0.303026,     0.007512
  1183.550,     0.269986,     0.005523
  1183.600,     0.250892,     0.005508
  1183.650,     0.233788,     0.004891
  1183.700,     0.233858,     0.004416
  1183.750,     0.247833,     0.006828
  1183.800,     0.257605,     0.004486
  1183.850,     0.258113,     0.003407
  1183.900,     0.257439,     0.001425
  1183.950,     0.251941,     0.001927
  1184.000,     0.240006,     0.000448
  1184.050,     0.244887,     0.004736
  1184.100,     0.262018,     0.001521
  1184.150,     0.275292,    -0.001293
  1184.200,     0.279576,    -0.001586
  1184.250,     0.300489,    -0.001440
  1184.300,     0.307549,    -0.000022
  1184.350,     0.320231,    -0.000813
  1184.400,     0.327350,    -0.000984
  1184.450,     0.320257,     0.004106
  1184.500,     0.303287,    -0.001995
  1184.550,     0.276014,     0.001039
  1184.600,     0.250923,     0.001819
  1184.650,     0.220924,     0.000448
  1184.700,     0.197842,    -0.001665
  1184.750,     0.202490,     0.000093
  1184.800,     0.215007,    -0.002525
  1184.850,     0.235539,    -0.004553
  1184.900,     0.260540,     0.000302
  1184.950,     0.272014,    -0.002251
  1185.000,     0.285726,     0.002206
  1185.050,     0.283174,    -0.003397
  1185.100,     0.270488,    -0.005412
  1185.150,     0.262427,    -0.001113
  1185.200,     0.236751,    -0.004956
  1185.250,     0.212596,    -0.002992
  1185.300,     0.202037,    -0.002190
  1185.350,     0.199243,    -0.005677
  1185.400,     0.209246,    -0.003595
  1185.450,     0.227889,    -0.005045
  1185.500,     0.245726,    -0.004061
  1185.550,     0.247928,     0.000188
  1185.600,     0.237525,    -0.006958
  1185.650,     0.237689,    -0.006231
  1185.700,     0.233009,    -0.003939
  1185.750,     0.243164,    -0.005108
  1185.800,     0.261059,    -0.012089
  1185.850,     0.282110,    -0.009563
  1185.900,     0.304086,    -0.007268
  1185.950,     0.323335,    -0.007857
  1186.000,     0.325141,    -0.006714
  1186.050,     0.310449,    -0.006575
  1186.100,     0.303961,    -0.007592
  1186.150,     0.298711,    -0.003787
  1186.200,     0.294674,    -0.005052
  1186.250,     0.298656,    -0.004935
  1186.300,     0.318211,    -0.008827
  1186.350,     0.342689,    -0.007346
  1186.400,     0.355256,    -0.003699
  1186.450,     0.350247,    -0.007128
  1186.500,     0.343209,    -0.005201
  1186.550,     0.330477,    -0.003071
  1186.600,     0.304599,    -0.001871
  1186.650,     0.278338,    -0.002889
  1186.700,     0.263166,    -0.005094
  1186.750,     0.231464,    -0.005473
  1186.800,     0.216163,    -0.004900
  1186.850,     0.198690,    -0.004629
  1186.900,     0.190566,    -0.002722
  1186.950,     0.184665,    -0.004616
  1187.000,     0.185437,    -0.003637
  1187.050,     0.191092,    -0.003872
  1187.100,     0.204750,    -0.000645
  1187.150,     0.209882,    -0.006063
  1187.200,     0.219243,    -0.004470
  1187.250,     0.241292,    -0.003930
  1187.300,     0.261086,    -0.006577
  1187.350,     0.276723,    -0.005485
  1187.400,     0.296902,    -0.002100
  1187.450,     0.306859,    -0.005972
  1187.500,     0.314813,    -0.002320
  1187.550,     0.324112,    -0.003731
  1187.600,     0.332805,    -0.006636
  1187.650,     0.338317,    -0.003050
  1187.700,     0.363141,    -0.002238
  1187.750,     0.372052,    -0.004804
  1187.800,     0.380188,    -0.004783
  1187.850,     0.385861,    -0.004836
  1187.900,     0.375285,    -0.003404
  1187.950,     0.358742,    -0.006489
  1188.000,     0.348804,    -0.005730
  1188.050,     0.339493,    -0.002372
  1188.100,     0.330062,    -0.001311
  1188.150,     0.320619,    -0.007618
  1188.200,     0.311925,    -0.005830
  1188.250,     0.310234,    -0.005826
  1188.300,     0.292143,    -0.005423
  1188.350,     0.280174,    -0.001129
  1188.400,     0.275146,    -0.003504
  1188.450,     0.255939,    -0.005380
  1188.500,     0.233437,     0.001227
  1188.550,     0.208791,     0.001181
  1188.600,     0.176162,    -0.004687
  1188.650,     0.153355,    -0.003458
  1188.700,     0.126010,    -0.001186
  1188.750,     0.109749,    -0.001034
  1188.800,     0.111375,    -0.002816
  1188.850,     0.119061,    -0.006142
  1188.900,     0.134721,    -0.004620
  1188.950,     0.150088,    -0.001293
  1189.000,     0.170236,    -0.001965
  1189.050,     0.184494,     0.000267
  1189.100,     0.198881,    -0.000522
  1189.150,     0.196885,     0.000410
  1189.200,     0.201478,     0.002058
  1189.250,     0.207577,    -0.000688
  1189.300,     0.200499,     0.000905
  1189.350,     0.201679,     0.000787
  1189.400,     0.195214,    -0.002650
  1189.450,     0.195428,    -0.001940
  1189.500,     0.204212,    -0.001065
  1189.550,     0.219178,     0.000325
  1189.600,     0.226648,    -0.000184
  1189.650,     0.252482,    -0.001715
  1189.700,     0.272431,     0.002288
  1189.750,     0.285574,    -0.001466
