Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
  4517.0,  6.227510E-4,   535.95730,          NaN,         NaN, 1.088179E-12,   672.81131,          NaN,         NaN
  4518.0,  6.319706E-4,   536.15558,          NaN,         NaN, 1.036423E-12,   672.87786,          NaN,         NaN
  4519.0,  6.372679E-4,   536.35854,          NaN,         NaN, 9.797017E-13,   672.93812,          NaN,         NaN
  4520.0,  6.388414E-4,   536.56688,          NaN,         NaN, 9.194002E-13,   672.99015,          NaN,         NaN
  4521.0,  6.370656E-4,   536.78140,          NaN,         NaN, 8.572438E-13,   673.03163,          NaN,         NaN
  4522.0,  6.325128E-4,   537.00295,          NaN,         NaN, 7.953632E-13,   673.05985,          NaN,         NaN
  4523.0,  6.259723E-4,   537.23238,          NaN,         NaN, 7.363623E-13,   673.07190,          NaN,         NaN
  4524.0,  6.184600E-4,   537.47041,          NaN,         NaN, 6.833461E-13,   673.06523,          NaN,         NaN
  4525.0,  6.112092E-4,   537.71752,          NaN,         NaN, 6.398161E-13,   673.03872,          NaN,         NaN
  4526.0,  6.056301E-4,   537.97365,          NaN,         NaN, 6.092949E-13,   672.99433,          NaN,         NaN
  4527.0,  6.032231E-4,   538.23801,          NaN,         NaN, 5.946008E-13,   672.93841,          NaN,         NaN
  4528.0,  6.054406E-4,   538.50888,          NaN,         NaN, 5.969666E-13,   672.88118,          NaN,         NaN
  4529.0,  6.135092E-4,   538.78363,          NaN,         NaN, 6.155312E-13,   672.83368,          NaN,         NaN
  4530.0,  6.282499E-4,   539.05894,          NaN,         NaN, 6.476088E-13,   672.80417,          NaN,         NaN
  4531.0,  6.499505E-4,   539.33137,          NaN,         NaN, 6.895280E-13,   672.79644,          NaN,         NaN
  4532.0,  6.783321E-4,   539.59789,          NaN,         NaN, 7.374742E-13,   672.81058,          NaN,         NaN
  4533.0,  7.126131E-4,   539.85626,          NaN,         NaN, 7.879971E-13,   672.84464,          NaN,         NaN
  4534.0,  7.516377E-4,   540.10522,          NaN,         NaN, 8.381899E-13,   672.89598,          NaN,         NaN
  4535.0,  7.940204E-4,   540.34436,          NaN,         NaN, 8.856881E-13,   672.96204,          NaN,         NaN
  4536.0,  8.382743E-4,   540.57390,          NaN,         NaN, 9.286023E-13,   673.04066,          NaN,         NaN
  4537.0,  8.829036E-4,   540.79444,          NaN,         NaN, 9.654452E-13,   673.13018,          NaN,         NaN
  4538.0,  9.264665E-4,   541.00679,          NaN,         NaN, 9.950748E-13,   673.22937,          NaN,         NaN
  4539.0,  9.676115E-4,   541.21180,          NaN,         NaN, 1.016658E-12,   673.33745,          NaN,         NaN
  4540.0,  1.005100E-3,   541.41030,          NaN,         NaN, 1.029653E-12,   673.45399,          NaN,         NaN
  4541.0,  1.037818E-3,   541.60303,          NaN,         NaN, 1.033806E-12,   673.57889,          NaN,         NaN
  4542.0,  1.064784E-3,   541.79067,          NaN,         NaN, 1.029165E-12,   673.71239,          NaN,         NaN
  4543.0,  1.085156E-3,   541.97376,          NaN,         NaN, 1.016105E-12,   673.85506,          NaN,         NaN
  4544.0,  1.098234E-3,   542.15279,          NaN,         NaN, 9.953703E-13,   674.00778,          NaN,         NaN
  4545.0,  1.103463E-3,   542.32813,          NaN,         NaN, 9.681298E-13,   674.17179,          NaN,         NaN
  4546.0,  1.100440E-3,   542.50009,          NaN,         NaN, 9.360515E-13,   674.34865,          NaN,         NaN
  4547.0,  1.088910E-3,   542.66889,          NaN,         NaN, 9.013818E-13,   674.54012,          NaN,         NaN
  4548.0,  1.068772E-3,   542.83467,          NaN,         NaN, 8.670143E-13,   674.74791,          NaN,         NaN
  4549.0,  1.040077E-3,   542.99751,          NaN,         NaN, 8.364940E-13,   674.97317,          NaN,         NaN
  4550.0,  1.003027E-3,   543.15740,          NaN,         NaN, 8.138696E-13,   675.21560,          NaN,         NaN
  4551.0,  9.579716E-4,   543.31423,          NaN,         NaN, 8.032869E-13,   675.47254,          NaN,         NaN
  4552.0,  9.054058E-4,   543.46776,          NaN,         NaN, 8.082958E-13,   675.73847,          NaN,         NaN
  4553.0,  8.459652E-4,   543.61760,          NaN,         NaN, 8.310581E-13,   676.00570,          NaN,         NaN
  4554.0,  7.804222E-4,   543.76314,          NaN,         NaN, 8.718416E-13,   676.26632,          NaN,         NaN
  4555.0,  7.096832E-4,   543.90340,          NaN,         NaN, 9.290894E-13,   676.51426,          NaN,         NaN
  4556.0,  6.347916E-4,   544.03689,          NaN,         NaN, 9.999730E-13,   676.74630,          NaN,         NaN
  4557.0,  5.569410E-4,   544.16124,          NaN,         NaN, 1.081073E-12,   676.96178,          NaN,         NaN
  4558.0,  4.775129E-4,   544.27250,          NaN,         NaN, 1.168904E-12,   677.16168,          NaN,         NaN
  4559.0,  3.981708E-4,   544.36388,          NaN,         NaN, 1.260205E-12,   677.34772,          NaN,         NaN
  4560.0,  3.210917E-4,   544.42291,          NaN,         NaN, 1.352062E-12,   677.52181,          NaN,         NaN
  4561.0,  2.495492E-4,   544.42563,          NaN,         NaN, 1.441926E-12,   677.68569,          NaN,         NaN
  4562.0,  1.893587E-4,   544.32745,          NaN,         NaN, 1.527603E-12,   677.84087,          NaN,         NaN
  4563.0,  1.512923E-4,   544.07569,          NaN,         NaN, 1.607224E-12,   677.98858,          NaN,         NaN
  4564.0,  1.474741E-4,   543.73121,          NaN,         NaN, 1.679226E-12,   678.12976,          NaN,         NaN
  4565.0,  1.739590E-4,   543.48886,          NaN,         NaN, 1.742334E-12,   678.26515,          NaN,         NaN
  4566.0,  2.141458E-4,   543.39739,          NaN,         NaN, 1.795553E-12,   678.39531,          NaN,         NaN
  4567.0,  2.564071E-4,   543.40255,          NaN,         NaN, 1.838158E-12,   678.52062,          NaN,         NaN
  4568.0,  2.951082E-4,   543.46127,          NaN,         NaN, 1.869694E-12,   678.64136,          NaN,         NaN
  4569.0,  3.274283E-4,   543.55062,          NaN,         NaN, 1.889966E-12,   678.75769,          NaN,         NaN
  4570.0,  3.517820E-4,   543.65866,          NaN,         NaN, 1.899037E-12,   678.86968,          NaN,         NaN
  4571.0,  3.672044E-4,   543.77892,          NaN,         NaN, 1.897220E-12,   678.97734,          NaN,         NaN
  4572.0,  3.731052E-4,   543.90770,          NaN,         NaN, 1.885061E-12,   679.08062,          NaN,         NaN
  4573.0,  3.691622E-4,   544.04290,          NaN,         NaN, 1.863326E-12,   679.17944,          NaN,         NaN
  4574.0,  3.552711E-4,   544.18341,          NaN,         NaN, 1.832971E-12,   679.27367,          NaN,         NaN
  4575.0,  3.315198E-4,   544.32890,          NaN,         NaN, 1.795112E-12,   679.36321,          NaN,         NaN
  4576.0,  2.981752E-4,   544.47990,          NaN,         NaN, 1.750985E-12,   679.44794,          NaN,         NaN
  4577.0,  2.556791E-4,   544.63837,          NaN,         NaN, 1.701891E-12,   679.52782,          NaN,         NaN
  4578.0,  2.046644E-4,   544.80956,          NaN,         NaN, 1.649140E-12,   679.60283,          NaN,         NaN
  4579.0,  1.460475E-4,   545.00943,          NaN,         NaN, 1.593976E-12,   679.67310,          NaN,         NaN
  4580.0,  8.167439E-5,   545.31021,          NaN,         NaN, 1.537507E-12,   679.73882,          NaN,         NaN
  4581.0,  2.801859E-5,   546.53755,          NaN,         NaN, 1.480629E-12,   679.80035,          NaN,         NaN
  4582.0,  7.911332E-5,   548.03940,          NaN,         NaN, 1.423953E-12,   679.85817,          NaN,         NaN
  4583.0,  1.587803E-4,   548.36865,          NaN,         NaN, 1.367754E-12,   679.91285,          NaN,         NaN
  4584.0,  2.431870E-4,   548.57687,          NaN,         NaN, 1.311943E-12,   679.96503,          NaN,         NaN
  4585.0,  3.298525E-4,   548.75417,          NaN,         NaN, 1.256071E-12,   680.01532,          NaN,         NaN
  4586.0,  4.172984E-4,   548.91926,          NaN,         NaN, 1.199367E-12,   680.06422,          NaN,         NaN
  4587.0,  5.042156E-4,   549.07836,          NaN,         NaN, 1.140815E-12,   680.11199,          NaN,         NaN
  4588.0,  5.893566E-4,   549.23413,          NaN,         NaN, 1.079255E-12,   680.15858,          NaN,         NaN
  4589.0,  6.715227E-4,   549.38790,          NaN,         NaN, 1.013509E-12,   680.20340,          NaN,         NaN
  4590.0,  7.495705E-4,   549.54040,          NaN,         NaN, 9.425198E-13,   680.24519,          NaN,         NaN
  4591.0,  8.224246E-4,   549.69209,          NaN,         NaN, 8.655189E-13,   680.28165,          NaN,         NaN
  4592.0,  8.890908E-4,   549.84325,          NaN,         NaN, 7.822384E-13,   680.30888,          NaN,         NaN
  4593.0,  9.486699E-4,   549.99409,          NaN,         NaN, 6.932405E-13,   680.32030,          NaN,         NaN
  4594.0,  1.000369E-3,   550.14476,          NaN,         NaN, 6.005245E-13,   680.30469,          NaN,         NaN
  4595.0,  1.043514E-3,   550.29539,          NaN,         NaN, 5.087834E-13,   680.24271,          NaN,         NaN
  4596.0,  1.077555E-3,   550.44610,          NaN,         NaN, 4.279907E-13,   680.10403,          NaN,         NaN
  4597.0,  1.102078E-3,   550.59699,          NaN,         NaN, 3.770167E-13,   679.86072,          NaN,         NaN
  4598.0,  1.116809E-3,   550.74817,          NaN,         NaN, 3.800977E-13,   679.54899,          NaN,         NaN
  4599.0,  1.121613E-3,   550.89975,          NaN,         NaN, 4.454875E-13,   679.28603,          NaN,         NaN
  4600.0,  1.116501E-3,   551.05188,          NaN,         NaN, 5.579719E-13,   679.13342,          NaN,         NaN
  4601.0,  1.101628E-3,   551.20470,          NaN,         NaN, 6.990508E-13,   679.07149,          NaN,         NaN
  4602.0,  1.077286E-3,   551.35841,          NaN,         NaN, 8.566403E-13,   679.06787,          NaN,         NaN
  4603.0,  1.043907E-3,   551.51323,          NaN,         NaN, 1.023462E-12,   679.10059,          NaN,         NaN
  4604.0,  1.002051E-3,   551.66945,          NaN,         NaN, 1.194663E-12,   679.15673,          NaN,         NaN
  4605.0,  9.524038E-4,   551.82745,          NaN,         NaN, 1.366547E-12,   679.22868,          NaN,         NaN
  4606.0,  8.957656E-4,   551.98772,          NaN,         NaN, 1.536005E-12,   679.31177,          NaN,         NaN
  4607.0,  8.330474E-4,   552.15092,          NaN,         NaN, 1.700258E-12,   679.40301,          NaN,         NaN
  4608.0,  7.652627E-4,   552.31795,          NaN,         NaN, 1.856750E-12,   679.50042,          NaN,         NaN
  4609.0,  6.935259E-4,   552.49008,          NaN,         NaN, 2.003110E-12,   679.60259,          NaN,         NaN
  4610.0,  6.190559E-4,   552.66917,          NaN,         NaN, 2.137150E-12,   679.70854,          NaN,         NaN
  4611.0,  5.431945E-4,   552.85797,          NaN,         NaN, 2.256872E-12,   679.81751,          NaN,         NaN
  4612.0,  4.674498E-4,   553.06076,          NaN,         NaN, 2.360496E-12,   679.92893,          NaN,         NaN
  4613.0,  3.935946E-4,   553.28437,          NaN,         NaN, 2.446474E-12,   680.04234,          NaN,         NaN
  4614.0,  3.238726E-4,   553.53999,          NaN,         NaN, 2.513520E-12,   680.15738,          NaN,         NaN
  4615.0,  2.614104E-4,   553.84561,          NaN,         NaN, 2.560627E-12,   680.27373,          NaN,         NaN
  4616.0,  2.108901E-4,   554.22613,          NaN,         NaN, 2.587084E-12,   680.39113,          NaN,         NaN
  4617.0,  1.787871E-4,   554.69673,          NaN,         NaN, 2.592493E-12,   680.50932,          NaN,         NaN
  4618.0,  1.702781E-4,   555.21673,          NaN,         NaN, 2.576777E-12,   680.62810,          NaN,         NaN
  4619.0,  1.828174E-4,   555.69423,          NaN,         NaN, 2.540181E-12,   680.74723,          NaN,         NaN
  4620.0,  2.071791E-4,   556.08243,          NaN,         NaN, 2.483280E-12,   680.86651,          NaN,         NaN
  4621.0,  2.348252E-4,   556.39395,          NaN,         NaN, 2.406966E-12,   680.98572,          NaN,         NaN
  4622.0,  2.604706E-4,   556.65401,          NaN,         NaN, 2.312438E-12,   681.10459,          NaN,         NaN
  4623.0,  2.811547E-4,   556.88140,          NaN,         NaN, 2.201192E-12,   681.22286,          NaN,         NaN
  4624.0,  2.951999E-4,   557.08802,          NaN,         NaN, 2.074999E-12,   681.34021,          NaN,         NaN
  4625.0,  3.016390E-4,   557.28129,          NaN,         NaN, 1.935877E-12,   681.45623,          NaN,         NaN
  4626.0,  2.999355E-4,   557.46617,          NaN,         NaN, 1.786073E-12,   681.57043,          NaN,         NaN
  4627.0,  2.898470E-4,   557.64634,          NaN,         NaN, 1.628028E-12,   681.68217,          NaN,         NaN
  4628.0,  2.713581E-4,   557.82506,          NaN,         NaN, 1.464348E-12,   681.79057,          NaN,         NaN
  4629.0,  2.446504E-4,   558.00611,          NaN,         NaN, 1.297783E-12,   681.89446,          NaN,         NaN
  4630.0,  2.101065E-4,   558.19531,          NaN,         NaN, 1.131197E-12,   681.99213,          NaN,         NaN
  4631.0,  1.683815E-4,   558.40460,          NaN,         NaN, 9.675633E-13,   682.08109,          NaN,         NaN
  4632.0,  1.207338E-4,   558.66669,          NaN,         NaN, 8.099793E-13,   682.15750,          NaN,         NaN
  4633.0,  7.105132E-5,   559.11361,          NaN,         NaN, 6.617255E-13,   682.21536,          NaN,         NaN
  4634.0,  4.467559E-5,   560.31831,          NaN,         NaN, 5.264172E-13,   682.24489,          NaN,         NaN
  4635.0,  8.667873E-5,   561.34717,          NaN,         NaN, 4.083051E-13,   682.23042,          NaN,         NaN
  4636.0,  1.530772E-4,   561.73513,          NaN,         NaN, 3.127027E-13,   682.14936,          NaN,         NaN
  4637.0,  2.263009E-4,   561.97634,          NaN,         NaN, 2.457951E-13,   681.98279,          NaN,         NaN
  4638.0,  3.030519E-4,   562.17049,          NaN,         NaN, 2.110542E-13,   681.75422,          NaN,         NaN
  4639.0,  3.817937E-4,   562.34391,          NaN,         NaN, 2.019812E-13,   681.54702,          NaN,         NaN
  4640.0,  4.613610E-4,   562.50628,          NaN,         NaN, 2.031608E-13,   681.42394,          NaN,         NaN
  4641.0,  5.407096E-4,   562.66199,          NaN,         NaN, 2.005296E-13,   681.38563,          NaN,         NaN
  4642.0,  6.188553E-4,   562.81328,          NaN,         NaN, 1.856630E-13,   681.41232,          NaN,         NaN
  4643.0,  6.948605E-4,   562.96147,          NaN,         NaN, 1.543755E-13,   681.49409,          NaN,         NaN
  4644.0,  7.678344E-4,   563.10733,          NaN,         NaN, 1.052229E-13,   681.65560,          NaN,         NaN
  4645.0,  8.369386E-4,   563.25139,          NaN,         NaN, 4.255687E-14,   682.20674,          NaN,         NaN
  4646.0,  9.013944E-4,   563.39398,          NaN,         NaN, 6.437478E-14,   684.24212,          NaN,         NaN
  4647.0,  9.604901E-4,   563.53536,          NaN,         NaN, 1.675601E-13,   684.63623,          NaN,         NaN
  4648.0,  1.013588E-3,   563.67569,          NaN,         NaN, 2.912064E-13,   684.81876,          NaN,         NaN
  4649.0,  1.060132E-3,   563.81508,          NaN,         NaN, 4.311186E-13,   684.96372,          NaN,         NaN
  4650.0,  1.099651E-3,   563.95363,          NaN,         NaN, 5.850326E-13,   685.09697,          NaN,         NaN
  4651.0,  1.131765E-3,   564.09139,          NaN,         NaN, 7.507058E-13,   685.22567,          NaN,         NaN
  4652.0,  1.156188E-3,   564.22839,          NaN,         NaN, 9.257574E-13,   685.35240,          NaN,         NaN
  4653.0,  1.172730E-3,   564.36464,          NaN,         NaN, 1.107668E-12,   685.47824,          NaN,         NaN
  4654.0,  1.181300E-3,   564.50014,          NaN,         NaN, 1.293812E-12,   685.60365,          NaN,         NaN
  4655.0,  1.181904E-3,   564.63486,          NaN,         NaN, 1.481493E-12,   685.72882,          NaN,         NaN
  4656.0,  1.174642E-3,   564.76875,          NaN,         NaN, 1.667989E-12,   685.85382,          NaN,         NaN
  4657.0,  1.159713E-3,   564.90175,          NaN,         NaN, 1.850595E-12,   685.97863,          NaN,         NaN
  4658.0,  1.137403E-3,   565.03375,          NaN,         NaN, 2.026664E-12,   686.10321,          NaN,         NaN
  4659.0,  1.108088E-3,   565.16463,          NaN,         NaN, 2.193647E-12,   686.22749,          NaN,         NaN
  4660.0,  1.072225E-3,   565.29422,          NaN,         NaN, 2.349136E-12,   686.35139,          NaN,         NaN
  4661.0,  1.030350E-3,   565.42231,          NaN,         NaN, 2.490898E-12,   686.47482,          NaN,         NaN
  4662.0,  9.830676E-4,   565.54863,          NaN,         NaN, 2.616910E-12,   686.59766,          NaN,         NaN
  4663.0,  9.310518E-4,   565.67280,          NaN,         NaN, 2.725392E-12,   686.71980,          NaN,         NaN
  4664.0,  8.750355E-4,   565.79435,          NaN,         NaN, 2.814834E-12,   686.84110,          NaN,         NaN
  4665.0,  8.158085E-4,   565.91269,          NaN,         NaN, 2.884016E-12,   686.96141,          NaN,         NaN
  4666.0,  7.542150E-4,   566.02699,          NaN,         NaN, 2.932033E-12,   687.08056,          NaN,         NaN
  4667.0,  6.911539E-4,   566.13617,          NaN,         NaN, 2.958309E-12,   687.19834,          NaN,         NaN
  4668.0,  6.275845E-4,   566.23881,          NaN,         NaN, 2.962606E-12,   687.31453,          NaN,         NaN
  4669.0,  5.645394E-4,   566.33295,          NaN,         NaN, 2.945036E-12,   687.42884,          NaN,         NaN
  4670.0,  5.031477E-4,   566.41603,          NaN,         NaN, 2.906065E-12,   687.54097,          NaN,         NaN
  4671.0,  4.446719E-4,   566.48463,          NaN,         NaN, 2.846511E-12,   687.65050,          NaN,         NaN
  4672.0,  3.905587E-4,   566.53446,          NaN,         NaN, 2.767552E-12,   687.75697,          NaN,         NaN
  4673.0,  3.424867E-4,   566.56072,          NaN,         NaN, 2.670718E-12,   687.85981,          NaN,         NaN
  4674.0,  3.023597E-4,   566.55935,          NaN,         NaN, 2.557900E-12,   687.95831,          NaN,         NaN
  4675.0,  2.721174E-4,   566.53009,          NaN,         NaN, 2.431350E-12,   688.05159,          NaN,         NaN
  4676.0,  2.532129E-4,   566.48046,          NaN,         NaN, 2.293694E-12,   688.13857,          NaN,         NaN
  4677.0,  2.458468E-4,   566.42687,          NaN,         NaN, 2.147955E-12,   688.21792,          NaN,         NaN
  4678.0,  2.485477E-4,   566.38874,          NaN,         NaN, 1.997584E-12,   688.28801,          NaN,         NaN
  4679.0,  2.586334E-4,   566.37969,          NaN,         NaN, 1.846503E-12,   688.34690,          NaN,         NaN
  4680.0,  2.731816E-4,   566.40418,          NaN,         NaN, 1.699148E-12,   688.39238,          NaN,         NaN
  4681.0,  2.897480E-4,   566.46032,          NaN,         NaN, 1.560487E-12,   688.42219,          NaN,         NaN
  4682.0,  3.065965E-4,   566.54375,          NaN,         NaN, 1.435930E-12,   688.43444,          NaN,         NaN
  4683.0,  3.226419E-4,   566.64998,          NaN,         NaN, 1.331024E-12,   688.42850,          NaN,         NaN
  4684.0,  3.373104E-4,   566.77524,          NaN,         NaN, 1.250784E-12,   688.40609,          NaN,         NaN
  4685.0,  3.504111E-4,   566.91661,          NaN,         NaN, 1.198645E-12,   688.37214,          NaN,         NaN
  4686.0,  3.620365E-4,   567.07184,          NaN,         NaN, 1.175352E-12,   688.33442,          NaN,         NaN
  4687.0,  3.724861E-4,   567.23912,          NaN,         NaN, 1.178433E-12,   688.30161,          NaN,         NaN
  4688.0,  3.822046E-4,   567.41687,          NaN,         NaN, 1.202706E-12,   688.28073,          NaN,         NaN
  4689.0,  3.917243E-4,   567.60356,          NaN,         NaN, 1.241555E-12,   688.27560,          NaN,         NaN
  4690.0,  4.016082E-4,   567.79759,          NaN,         NaN, 1.288251E-12,   688.28702,          NaN,         NaN
  4691.0,  4.123932E-4,   567.99725,          NaN,         NaN, 1.336820E-12,   688.31372,          NaN,         NaN
  4692.0,  4.245356E-4,   568.20069,          NaN,         NaN, 1.382398E-12,   688.35347,          NaN,         NaN
  4693.0,  4.383660E-4,   568.40604,          NaN,         NaN, 1.421268E-12,   688.40379,          NaN,         NaN
  4694.0,  4.540588E-4,   568.61148,          NaN,         NaN, 1.450744E-12,   688.46228,          NaN,         NaN
  4695.0,  4.716213E-4,   568.81541,          NaN,         NaN, 1.469024E-12,   688.52676,          NaN,         NaN
  4696.0,  4.909018E-4,   569.01655,          NaN,         NaN, 1.475053E-12,   688.59529,          NaN,         NaN
  4697.0,  5.116129E-4,   569.21393,          NaN,         NaN, 1.468422E-12,   688.66611,          NaN,         NaN
  4698.0,  5.333635E-4,   569.40695,          NaN,         NaN, 1.449285E-12,   688.73758,          NaN,         NaN
  4699.0,  5.556936E-4,   569.59532,          NaN,         NaN, 1.418305E-12,   688.80811,          NaN,         NaN
  4700.0,  5.781068E-4,   569.77898,          NaN,         NaN, 1.376626E-12,   688.87608,          NaN,         NaN
  4701.0,  6.000975E-4,   569.95808,          NaN,         NaN, 1.325853E-12,   688.93979,          NaN,         NaN
  4702.0,  6.211725E-4,   570.13287,          NaN,         NaN, 1.268056E-12,   688.99742,          NaN,         NaN
  4703.0,  6.408672E-4,   570.30368,          NaN,         NaN, 1.205776E-12,   689.04706,          NaN,         NaN
  4704.0,  6.587570E-4,   570.47088,          NaN,         NaN, 1.142032E-12,   689.08674,          NaN,         NaN
  4705.0,  6.744641E-4,   570.63486,          NaN,         NaN, 1.080302E-12,   689.11471,          NaN,         NaN
  4706.0,  6.876633E-4,   570.79602,          NaN,         NaN, 1.024423E-12,   689.12983,          NaN,         NaN
  4707.0,  6.980832E-4,   570.95472,          NaN,         NaN, 9.783555E-13,   689.13226,          NaN,         NaN
  4708.0,  7.055084E-4,   571.11134,          NaN,         NaN, 9.457365E-13,   689.12411,          NaN,         NaN
  4709.0,  7.097785E-4,   571.26624,          NaN,         NaN, 9.292599E-13,   689.10983,          NaN,         NaN
  4710.0,  7.107874E-4,   571.41978,          NaN,         NaN, 9.300615E-13,   689.09568,          NaN,         NaN
  4711.0,  7.084818E-4,   571.57231,          NaN,         NaN, 9.474153E-13,   689.08828,          NaN,         NaN
  4712.0,  7.028592E-4,   571.72419,          NaN,         NaN, 9.789351E-13,   689.09302,          NaN,         NaN
  4713.0,  6.939656E-4,   571.87578,          NaN,         NaN, 1.021169E-12,   689.11308,          NaN,         NaN
  4714.0,  6.818939E-4,   572.02748,          NaN,         NaN, 1.070280E-12,   689.14950,          NaN,         NaN
  4715.0,  6.667816E-4,   572.17972,          NaN,         NaN, 1.122574E-12,   689.20179,          NaN,         NaN
  4716.0,  6.488092E-4,   572.33295,          NaN,         NaN, 1.174786E-12,   689.26866,          NaN,         NaN
  4717.0,  6.281996E-4,   572.48771,          NaN,         NaN, 1.224197E-12,   689.34851,          NaN,         NaN
  4718.0,  6.052179E-4,   572.64461,          NaN,         NaN, 1.268637E-12,   689.43979,          NaN,         NaN
  4719.0,  5.801733E-4,   572.80435,          NaN,         NaN, 1.306447E-12,   689.54113,          NaN,         NaN
  4720.0,  5.534215E-4,   572.96776,          NaN,         NaN, 1.336426E-12,   689.65141,          NaN,         NaN
  4721.0,  5.253708E-4,   573.13583,          NaN,         NaN, 1.357780E-12,   689.76973,          NaN,         NaN
  4722.0,  4.964905E-4,   573.30972,          NaN,         NaN, 1.370079E-12,   689.89541,          NaN,         NaN
  4723.0,  4.673222E-4,   573.49079,          NaN,         NaN, 1.373214E-12,   690.02795,          NaN,         NaN
  4724.0,  4.384945E-4,   573.68060,          NaN,         NaN, 1.367366E-12,   690.16703,          NaN,         NaN
  4725.0,  4.107401E-4,   573.88083,          NaN,         NaN, 1.352973E-12,   690.31245,          NaN,         NaN
  4726.0,  3.849080E-4,   574.09315,          NaN,         NaN, 1.330704E-12,   690.46411,          NaN,         NaN
  4727.0,  3.619643E-4,   574.31886,          NaN,         NaN, 1.301422E-12,   690.62202,          NaN,         NaN
  4728.0,  3.429609E-4,   574.55843,          NaN,         NaN, 1.266154E-12,   690.78621,          NaN,         NaN
  4729.0,  3.289533E-4,   574.81073,          NaN,         NaN, 1.226058E-12,   690.95677,          NaN,         NaN
  4730.0,  3.208561E-4,   575.07259,          NaN,         NaN, 1.182372E-12,   691.13377,          NaN,         NaN
  4731.0,  3.192618E-4,   575.33880,          NaN,         NaN, 1.136370E-12,   691.31720,          NaN,         NaN
  4732.0,  3.242967E-4,   575.60304,          NaN,         NaN, 1.089301E-12,   691.50696,          NaN,         NaN
  4733.0,  3.355939E-4,   575.85945,          NaN,         NaN, 1.042323E-12,   691.70279,          NaN,         NaN
  4734.0,  3.524023E-4,   576.10389,          NaN,         NaN, 9.964271E-13,   691.90419,          NaN,         NaN
  4735.0,  3.737684E-4,   576.33437,          NaN,         NaN, 9.523678E-13,   692.11039,          NaN,         NaN
  4736.0,  3.987060E-4,   576.55074,          NaN,         NaN, 9.105935E-13,   692.32036,          NaN,         NaN
  4737.0,  4.263069E-4,   576.75401,          NaN,         NaN, 8.712010E-13,   692.53285,          NaN,         NaN
  4738.0,  4.557904E-4,   576.94574,          NaN,         NaN, 8.339193E-13,   692.74640,          NaN,         NaN
  4739.0,  4.865115E-4,   577.12764,          NaN,         NaN, 7.981293E-13,   692.95953,          NaN,         NaN
  4740.0,  5.179490E-4,   577.30134,          NaN,         NaN, 7.629218E-13,   693.17082,          NaN,         NaN
  4741.0,  5.496860E-4,   577.46827,          NaN,         NaN, 7.271833E-13,   693.37899,          NaN,         NaN
  4742.0,  5.813900E-4,   577.62969,          NaN,         NaN, 6.896968E-13,   693.58298,          NaN,         NaN
  4743.0,  6.127953E-4,   577.78663,          NaN,         NaN, 6.492423E-13,   693.78192,          NaN,         NaN
  4744.0,  6.436891E-4,   577.93999,          NaN,         NaN, 6.046855E-13,   693.97509,          NaN,         NaN
  4745.0,  6.738995E-4,   578.09048,          NaN,         NaN, 5.550492E-13,   694.16179,          NaN,         NaN
  4746.0,  7.032871E-4,   578.23871,          NaN,         NaN, 4.995660E-13,   694.34109,          NaN,         NaN
  4747.0,  7.317369E-4,   578.38518,          NaN,         NaN, 4.377175E-13,   694.51145,          NaN,         NaN
  4748.0,  7.591536E-4,   578.53032,          NaN,         NaN, 3.692729E-13,   694.66976,          NaN,         NaN
  4749.0,  7.854558E-4,   578.67448,          NaN,         NaN, 2.943620E-13,   694.80890,          NaN,         NaN
  4750.0,  8.105731E-4,   578.81793,          NaN,         NaN, 2.137211E-13,   694.90928,          NaN,         NaN
  4751.0,  8.344421E-4,   578.96092,          NaN,         NaN, 1.300064E-13,   694.89649,          NaN,         NaN
  4752.0,  8.570042E-4,   579.10364,          NaN,         NaN, 6.153114E-14,   694.31141,          NaN,         NaN
  4753.0,  8.782027E-4,   579.24623,          NaN,         NaN, 9.774800E-14,   693.18691,          NaN,         NaN
  4754.0,  8.979805E-4,   579.38881,          NaN,         NaN, 1.922318E-13,   693.02780,          NaN,         NaN
  4755.0,  9.162789E-4,   579.53145,          NaN,         NaN, 2.966895E-13,   693.08466,          NaN,         NaN
  4756.0,  9.330347E-4,   579.67421,          NaN,         NaN, 4.048723E-13,   693.19670,          NaN,         NaN
  4757.0,  9.481794E-4,   579.81711,          NaN,         NaN, 5.145514E-13,   693.32983,          NaN,         NaN
  4758.0,  9.616374E-4,   579.96013,          NaN,         NaN, 6.241410E-13,   693.47302,          NaN,         NaN
  4759.0,  9.733252E-4,   580.10324,          NaN,         NaN, 7.322267E-13,   693.62172,          NaN,         NaN
  4760.0,  9.831499E-4,   580.24638,          NaN,         NaN, 8.374708E-13,   693.77381,          NaN,         NaN
  4761.0,  9.910094E-4,   580.38948,          NaN,         NaN, 9.385993E-13,   693.92819,          NaN,         NaN
  4762.0,  9.967922E-4,   580.53242,          NaN,         NaN, 1.034412E-12,   694.08428,          NaN,         NaN
  4763.0,  1.000378E-3,   580.67508,          NaN,         NaN, 1.123800E-12,   694.24179,          NaN,         NaN
  4764.0,  1.001639E-3,   580.81730,          NaN,         NaN, 1.205767E-12,   694.40056,          NaN,         NaN
