Frequency/GHz, Amplitude rel. 1, Phase 1, Ref.Amplitude rel. 1, Ref.Phase 1, Amplitude rel. 2, Phase 2, Ref.Amplitude rel. 2, Ref.Phase 2
  7819.0,  5.679550E-4,   991.57248,          NaN,         NaN, 1.105494E-12,  1120.78553,          NaN,         NaN
  7820.0,  5.630987E-4,   991.68556,          NaN,         NaN, 1.156523E-12,  1120.90885,          NaN,         NaN
  7821.0,  5.553197E-4,   991.79955,          NaN,         NaN, 1.197896E-12,  1121.03472,          NaN,         NaN
  7822.0,  5.446879E-4,   991.91444,          NaN,         NaN, 1.229310E-12,  1121.16220,          NaN,         NaN
  7823.0,  5.313029E-4,   992.03019,          NaN,         NaN, 1.250623E-12,  1121.29047,          NaN,         NaN
  7824.0,  5.152929E-4,   992.14680,          NaN,         NaN, 1.261851E-12,  1121.41882,          NaN,         NaN
  7825.0,  4.968141E-4,   992.26426,          NaN,         NaN, 1.263157E-12,  1121.54658,          NaN,         NaN
  7826.0,  4.760489E-4,   992.38257,          NaN,         NaN, 1.254859E-12,  1121.67305,          NaN,         NaN
  7827.0,  4.532043E-4,   992.50178,          NaN,         NaN, 1.237423E-12,  1121.79755,          NaN,         NaN
  7828.0,  4.285088E-4,   992.62193,          NaN,         NaN, 1.211477E-12,  1121.91927,          NaN,         NaN
  7829.0,  4.022101E-4,   992.74313,          NaN,         NaN, 1.177813E-12,  1122.03735,          NaN,         NaN
  7830.0,  3.745710E-4,   992.86552,          NaN,         NaN, 1.137407E-12,  1122.15077,          NaN,         NaN
  7831.0,  3.458668E-4,   992.98932,          NaN,         NaN, 1.091435E-12,  1122.25836,          NaN,         NaN
  7832.0,  3.163816E-4,   993.11487,          NaN,         NaN, 1.041298E-12,  1122.35875,          NaN,         NaN
  7833.0,  2.864051E-4,   993.24267,          NaN,         NaN, 9.886583E-13,  1122.45040,          NaN,         NaN
  7834.0,  2.562301E-4,   993.37345,          NaN,         NaN, 9.354681E-13,  1122.53165,          NaN,         NaN
  7835.0,  2.261517E-4,   993.50835,          NaN,         NaN, 8.839931E-13,  1122.60083,          NaN,         NaN
  7836.0,  1.964683E-4,   993.64914,          NaN,         NaN, 8.368000E-13,  1122.65665,          NaN,         NaN
  7837.0,  1.674881E-4,   993.79868,          NaN,         NaN, 7.966653E-13,  1122.69866,          NaN,         NaN
  7838.0,  1.395469E-4,   993.96183,          NaN,         NaN, 7.663562E-13,  1122.72791,          NaN,         NaN
  7839.0,  1.130498E-4,   994.14722,          NaN,         NaN, 7.482561E-13,  1122.74754,          NaN,         NaN
  7840.0,  8.857485E-5,   994.37112,          NaN,         NaN, 7.438998E-13,  1122.76274,          NaN,         NaN
  7841.0,  6.713535E-5,   994.66523,          NaN,         NaN, 7.535961E-13,  1122.77983,          NaN,         NaN
  7842.0,  5.079028E-5,   995.08409,          NaN,         NaN, 7.763418E-13,  1122.80475,          NaN,         NaN
  7843.0,  4.318009E-5,   995.65670,          NaN,         NaN, 8.100807E-13,  1122.84176,          NaN,         NaN
  7844.0,  4.647926E-5,   996.23889,          NaN,         NaN, 8.521582E-13,  1122.89299,          NaN,         NaN
  7845.0,  5.719637E-5,   996.66915,          NaN,         NaN, 8.997607E-13,  1122.95870,          NaN,         NaN
  7846.0,  7.081804E-5,   996.96540,          NaN,         NaN, 9.502141E-13,  1123.03801,          NaN,         NaN
  7847.0,  8.501390E-5,   997.18398,          NaN,         NaN, 1.001132E-12,  1123.12945,          NaN,         NaN
  7848.0,  9.882025E-5,   997.35893,          NaN,         NaN, 1.050461E-12,  1123.23140,          NaN,         NaN
  7849.0,  1.118491E-4,   997.50793,          NaN,         NaN, 1.096467E-12,  1123.34234,          NaN,         NaN
  7850.0,  1.239574E-4,   997.64050,          NaN,         NaN, 1.137705E-12,  1123.46092,          NaN,         NaN
  7851.0,  1.351145E-4,   997.76216,          NaN,         NaN, 1.172983E-12,  1123.58600,          NaN,         NaN
  7852.0,  1.453433E-4,   997.87638,          NaN,         NaN, 1.201335E-12,  1123.71665,          NaN,         NaN
  7853.0,  1.546892E-4,   997.98553,          NaN,         NaN, 1.221991E-12,  1123.85213,          NaN,         NaN
  7854.0,  1.632030E-4,   998.09135,          NaN,         NaN, 1.234362E-12,  1123.99186,          NaN,         NaN
  7855.0,  1.709292E-4,   998.19519,          NaN,         NaN, 1.238024E-12,  1124.13540,          NaN,         NaN
  7856.0,  1.778992E-4,   998.29818,          NaN,         NaN, 1.232711E-12,  1124.28246,          NaN,         NaN
  7857.0,  1.841266E-4,   998.40127,          NaN,         NaN, 1.218306E-12,  1124.43284,          NaN,         NaN
  7858.0,  1.896061E-4,   998.50530,          NaN,         NaN, 1.194835E-12,  1124.58646,          NaN,         NaN
  7859.0,  1.943133E-4,   998.61100,          NaN,         NaN, 1.162467E-12,  1124.74338,          NaN,         NaN
  7860.0,  1.982078E-4,   998.71903,          NaN,         NaN, 1.121511E-12,  1124.90379,          NaN,         NaN
  7861.0,  2.012368E-4,   998.82999,          NaN,         NaN, 1.072416E-12,  1125.06804,          NaN,         NaN
  7862.0,  2.033399E-4,   998.94443,          NaN,         NaN, 1.015773E-12,  1125.23669,          NaN,         NaN
  7863.0,  2.044558E-4,   999.06288,          NaN,         NaN, 9.523255E-13,  1125.41059,          NaN,         NaN
  7864.0,  2.045279E-4,   999.18587,          NaN,         NaN, 8.829838E-13,  1125.59098,          NaN,         NaN
  7865.0,  2.035117E-4,   999.31394,          NaN,         NaN, 8.088522E-13,  1125.77966,          NaN,         NaN
  7866.0,  2.013812E-4,   999.44770,          NaN,         NaN, 7.312821E-13,  1125.97931,          NaN,         NaN
  7867.0,  1.981367E-4,   999.58784,          NaN,         NaN, 6.519644E-13,  1126.19385,          NaN,         NaN
  7868.0,  1.938119E-4,   999.73517,          NaN,         NaN, 5.730955E-13,  1126.42913,          NaN,         NaN
  7869.0,  1.884820E-4,   999.89067,          NaN,         NaN, 4.976613E-13,  1126.69358,          NaN,         NaN
  7870.0,  1.822731E-4,  1000.05549,          NaN,         NaN, 4.298744E-13,  1126.99845,          NaN,         NaN
  7871.0,  1.753722E-4,  1000.23102,          NaN,         NaN, 3.756137E-13,  1127.35494,          NaN,         NaN
  7872.0,  1.680381E-4,  1000.41885,          NaN,         NaN, 3.420540E-13,  1127.76373,          NaN,         NaN
  7873.0,  1.606125E-4,  1000.62065,          NaN,         NaN, 3.349174E-13,  1128.19973,          NaN,         NaN
  7874.0,  1.535270E-4,  1000.83800,          NaN,         NaN, 3.541693E-13,  1128.61781,          NaN,         NaN
  7875.0,  1.472997E-4,  1001.07187,          NaN,         NaN, 3.936070E-13,  1128.98600,          NaN,         NaN
  7876.0,  1.425096E-4,  1001.32197,          NaN,         NaN, 4.451433E-13,  1129.29989,          NaN,         NaN
  7877.0,  1.397358E-4,  1001.58600,          NaN,         NaN, 5.021341E-13,  1129.56945,          NaN,         NaN
  7878.0,  1.394614E-4,  1001.85925,          NaN,         NaN, 5.599749E-13,  1129.80636,          NaN,         NaN
  7879.0,  1.419670E-4,  1002.13518,          NaN,         NaN, 6.156002E-13,  1130.01977,          NaN,         NaN
  7880.0,  1.472628E-4,  1002.40686,          NaN,         NaN, 6.669452E-13,  1130.21606,          NaN,         NaN
  7881.0,  1.550950E-4,  1002.66875,          NaN,         NaN, 7.125896E-13,  1130.39955,          NaN,         NaN
  7882.0,  1.650207E-4,  1002.91762,          NaN,         NaN, 7.515495E-13,  1130.57313,          NaN,         NaN
  7883.0,  1.765028E-4,  1003.15248,          NaN,         NaN, 7.831576E-13,  1130.73875,          NaN,         NaN
  7884.0,  1.889892E-4,  1003.37397,          NaN,         NaN, 8.069956E-13,  1130.89773,          NaN,         NaN
  7885.0,  2.019583E-4,  1003.58354,          NaN,         NaN, 8.228528E-13,  1131.05094,          NaN,         NaN
  7886.0,  2.149407E-4,  1003.78295,          NaN,         NaN, 8.307002E-13,  1131.19894,          NaN,         NaN
  7887.0,  2.275230E-4,  1003.97391,          NaN,         NaN, 8.306725E-13,  1131.34208,          NaN,         NaN
  7888.0,  2.393460E-4,  1004.15801,          NaN,         NaN, 8.230549E-13,  1131.48047,          NaN,         NaN
  7889.0,  2.501003E-4,  1004.33658,          NaN,         NaN, 8.082712E-13,  1131.61412,          NaN,         NaN
  7890.0,  2.595214E-4,  1004.51077,          NaN,         NaN, 7.868726E-13,  1131.74287,          NaN,         NaN
  7891.0,  2.673866E-4,  1004.68155,          NaN,         NaN, 7.595260E-13,  1131.86644,          NaN,         NaN
  7892.0,  2.735120E-4,  1004.84975,          NaN,         NaN, 7.270024E-13,  1131.98442,          NaN,         NaN
  7893.0,  2.777511E-4,  1005.01608,          NaN,         NaN, 6.901628E-13,  1132.09627,          NaN,         NaN
  7894.0,  2.799933E-4,  1005.18117,          NaN,         NaN, 6.499430E-13,  1132.20133,          NaN,         NaN
  7895.0,  2.801634E-4,  1005.34560,          NaN,         NaN, 6.073361E-13,  1132.29879,          NaN,         NaN
  7896.0,  2.782211E-4,  1005.50995,          NaN,         NaN, 5.633708E-13,  1132.38773,          NaN,         NaN
  7897.0,  2.741610E-4,  1005.67476,          NaN,         NaN, 5.190854E-13,  1132.46715,          NaN,         NaN
  7898.0,  2.680125E-4,  1005.84064,          NaN,         NaN, 4.754932E-13,  1132.53602,          NaN,         NaN
  7899.0,  2.598403E-4,  1006.00824,          NaN,         NaN, 4.335391E-13,  1132.59339,          NaN,         NaN
  7900.0,  2.497450E-4,  1006.17833,          NaN,         NaN, 3.940424E-13,  1132.63858,          NaN,         NaN
  7901.0,  2.378648E-4,  1006.35185,          NaN,         NaN, 3.576282E-13,  1132.67134,          NaN,         NaN
  7902.0,  2.243776E-4,  1006.52998,          NaN,         NaN, 3.246526E-13,  1132.69206,          NaN,         NaN
  7903.0,  2.095064E-4,  1006.71426,          NaN,         NaN, 2.951389E-13,  1132.70176,          NaN,         NaN
  7904.0,  1.935269E-4,  1006.90674,          NaN,         NaN, 2.687519E-13,  1132.70188,          NaN,         NaN
  7905.0,  1.767808E-4,  1007.11020,          NaN,         NaN, 2.448374E-13,  1132.69364,          NaN,         NaN
  7906.0,  1.596986E-4,  1007.32847,          NaN,         NaN, 2.225437E-13,  1132.67701,          NaN,         NaN
  7907.0,  1.428353E-4,  1007.56670,          NaN,         NaN, 2.010249E-13,  1132.64947,          NaN,         NaN
  7908.0,  1.269221E-4,  1007.83156,          NaN,         NaN, 1.797223E-13,  1132.60432,          NaN,         NaN
  7909.0,  1.129256E-4,  1008.13038,          NaN,         NaN, 1.587650E-13,  1132.52858,          NaN,         NaN
  7910.0,  1.020600E-4,  1008.46807,          NaN,         NaN, 1.396014E-13,  1132.40131,          NaN,         NaN
  7911.0,  9.561665E-5,  1008.84043,          NaN,         NaN, 1.259067E-13,  1132.19933,          NaN,         NaN
  7912.0,  9.448262E-5,  1009.22836,          NaN,         NaN, 1.237796E-13,  1131.92852,          NaN,         NaN
  7913.0,  9.859561E-5,  1009.60374,          NaN,         NaN, 1.384802E-13,  1131.65923,          NaN,         NaN
  7914.0,  1.069357E-4,  1009.94562,          NaN,         NaN, 1.699200E-13,  1131.46787,          NaN,         NaN
  7915.0,  1.180813E-4,  1010.24801,          NaN,         NaN, 2.143106E-13,  1131.36711,          NaN,         NaN
  7916.0,  1.307235E-4,  1010.51505,          NaN,         NaN, 2.679706E-13,  1131.33463,          NaN,         NaN
  7917.0,  1.438494E-4,  1010.75394,          NaN,         NaN, 3.283101E-13,  1131.34787,          NaN,         NaN
  7918.0,  1.567237E-4,  1010.97140,          NaN,         NaN, 3.934856E-13,  1131.39152,          NaN,         NaN
  7919.0,  1.688178E-4,  1011.17270,          NaN,         NaN, 4.620304E-13,  1131.45598,          NaN,         NaN
  7920.0,  1.797492E-4,  1011.36167,          NaN,         NaN, 5.326504E-13,  1131.53518,          NaN,         NaN
  7921.0,  1.892387E-4,  1011.54103,          NaN,         NaN, 6.041270E-13,  1131.62516,          NaN,         NaN
  7922.0,  1.970841E-4,  1011.71272,          NaN,         NaN, 6.752755E-13,  1131.72324,          NaN,         NaN
  7923.0,  2.031438E-4,  1011.87807,          NaN,         NaN, 7.449318E-13,  1131.82755,          NaN,         NaN
  7924.0,  2.073262E-4,  1012.03798,          NaN,         NaN, 8.119532E-13,  1131.93670,          NaN,         NaN
  7925.0,  2.095835E-4,  1012.19304,          NaN,         NaN, 8.752258E-13,  1132.04967,          NaN,         NaN
  7926.0,  2.099078E-4,  1012.34357,          NaN,         NaN, 9.336764E-13,  1132.16566,          NaN,         NaN
  7927.0,  2.083280E-4,  1012.48966,          NaN,         NaN, 9.862861E-13,  1132.28402,          NaN,         NaN
  7928.0,  2.049088E-4,  1012.63117,          NaN,         NaN, 1.032104E-12,  1132.40423,          NaN,         NaN
  7929.0,  1.997501E-4,  1012.76778,          NaN,         NaN, 1.070260E-12,  1132.52581,          NaN,         NaN
  7930.0,  1.929873E-4,  1012.89890,          NaN,         NaN, 1.099981E-12,  1132.64835,          NaN,         NaN
  7931.0,  1.847933E-4,  1013.02366,          NaN,         NaN, 1.120601E-12,  1132.77148,          NaN,         NaN
  7932.0,  1.753817E-4,  1013.14087,          NaN,         NaN, 1.131573E-12,  1132.89479,          NaN,         NaN
  7933.0,  1.650129E-4,  1013.24889,          NaN,         NaN, 1.132481E-12,  1133.01789,          NaN,         NaN
  7934.0,  1.540036E-4,  1013.34558,          NaN,         NaN, 1.123048E-12,  1133.14033,          NaN,         NaN
  7935.0,  1.427397E-4,  1013.42826,          NaN,         NaN, 1.103148E-12,  1133.26159,          NaN,         NaN
  7936.0,  1.316938E-4,  1013.49370,          NaN,         NaN, 1.072815E-12,  1133.38106,          NaN,         NaN
  7937.0,  1.214405E-4,  1013.53858,          NaN,         NaN, 1.032253E-12,  1133.49793,          NaN,         NaN
  7938.0,  1.126580E-4,  1013.56039,          NaN,         NaN, 9.818542E-13,  1133.61116,          NaN,         NaN
  7939.0,  1.060858E-4,  1013.55930,          NaN,         NaN, 9.222227E-13,  1133.71930,          NaN,         NaN
  7940.0,  1.024042E-4,  1013.54037,          NaN,         NaN, 8.542142E-13,  1133.82032,          NaN,         NaN
  7941.0,  1.020419E-4,  1013.51420,          NaN,         NaN, 7.790093E-13,  1133.91120,          NaN,         NaN
  7942.0,  1.050111E-4,  1013.49415,          NaN,         NaN, 6.982487E-13,  1133.98737,          NaN,         NaN
  7943.0,  1.109018E-4,  1013.49129,          NaN,         NaN, 6.142921E-13,  1134.04168,          NaN,         NaN
  7944.0,  1.190441E-4,  1013.51124,          NaN,         NaN, 5.307238E-13,  1134.06287,          NaN,         NaN
  7945.0,  1.287069E-4,  1013.55450,          NaN,         NaN, 4.532969E-13,  1134.03405,          NaN,         NaN
  7946.0,  1.392256E-4,  1013.61868,          NaN,         NaN, 3.913395E-13,  1133.93519,          NaN,         NaN
  7947.0,  1.500483E-4,  1013.70031,          NaN,         NaN, 3.580789E-13,  1133.76167,          NaN,         NaN
  7948.0,  1.607337E-4,  1013.79599,          NaN,         NaN, 3.650753E-13,  1133.55761,          NaN,         NaN
  7949.0,  1.709324E-4,  1013.90276,          NaN,         NaN, 4.121007E-13,  1133.39708,          NaN,         NaN
  7950.0,  1.803663E-4,  1014.01818,          NaN,         NaN, 4.880778E-13,  1133.31402,          NaN,         NaN
  7951.0,  1.888123E-4,  1014.14028,          NaN,         NaN, 5.810821E-13,  1133.29853,          NaN,         NaN
  7952.0,  1.960893E-4,  1014.26747,          NaN,         NaN, 6.827919E-13,  1133.33048,          NaN,         NaN
  7953.0,  2.020495E-4,  1014.39843,          NaN,         NaN, 7.879602E-13,  1133.39407,          NaN,         NaN
  7954.0,  2.065723E-4,  1014.53205,          NaN,         NaN, 8.931799E-13,  1133.47894,          NaN,         NaN
  7955.0,  2.095604E-4,  1014.66736,          NaN,         NaN, 9.960814E-13,  1133.57857,          NaN,         NaN
  7956.0,  2.109372E-4,  1014.80344,          NaN,         NaN, 1.094905E-12,  1133.68877,          NaN,         NaN
  7957.0,  2.106461E-4,  1014.93942,          NaN,         NaN, 1.188279E-12,  1133.80681,          NaN,         NaN
  7958.0,  2.086508E-4,  1015.07442,          NaN,         NaN, 1.275102E-12,  1133.93084,          NaN,         NaN
  7959.0,  2.049368E-4,  1015.20745,          NaN,         NaN, 1.354483E-12,  1134.05959,          NaN,         NaN
  7960.0,  1.995147E-4,  1015.33740,          NaN,         NaN, 1.425701E-12,  1134.19216,          NaN,         NaN
  7961.0,  1.924256E-4,  1015.46292,          NaN,         NaN, 1.488192E-12,  1134.32790,          NaN,         NaN
  7962.0,  1.837500E-4,  1015.58228,          NaN,         NaN, 1.541527E-12,  1134.46634,          NaN,         NaN
  7963.0,  1.736207E-4,  1015.69324,          NaN,         NaN, 1.585408E-12,  1134.60713,          NaN,         NaN
  7964.0,  1.622447E-4,  1015.79276,          NaN,         NaN, 1.619659E-12,  1134.75001,          NaN,         NaN
  7965.0,  1.499380E-4,  1015.87666,          NaN,         NaN, 1.644220E-12,  1134.89478,          NaN,         NaN
  7966.0,  1.371807E-4,  1015.93923,          NaN,         NaN, 1.659135E-12,  1135.04130,          NaN,         NaN
  7967.0,  1.247034E-4,  1015.97300,          NaN,         NaN, 1.664551E-12,  1135.18946,          NaN,         NaN
  7968.0,  1.135990E-4,  1015.96957,          NaN,         NaN, 1.660703E-12,  1135.33920,          NaN,         NaN
  7969.0,  1.054011E-4,  1015.92326,          NaN,         NaN, 1.647910E-12,  1135.49044,          NaN,         NaN
  7970.0,  1.019311E-4,  1015.83930,          NaN,         NaN, 1.626562E-12,  1135.64318,          NaN,         NaN
  7971.0,  1.046841E-4,  1015.74042,          NaN,         NaN, 1.597111E-12,  1135.79738,          NaN,         NaN
  7972.0,  1.140475E-4,  1015.65833,          NaN,         NaN, 1.560060E-12,  1135.95305,          NaN,         NaN
  7973.0,  1.292099E-4,  1015.61415,          NaN,         NaN, 1.515952E-12,  1136.11020,          NaN,         NaN
  7974.0,  1.488170E-4,  1015.61168,          NaN,         NaN, 1.465360E-12,  1136.26887,          NaN,         NaN
  7975.0,  1.715741E-4,  1015.64477,          NaN,         NaN, 1.408873E-12,  1136.42908,          NaN,         NaN
  7976.0,  1.964516E-4,  1015.70505,          NaN,         NaN, 1.347090E-12,  1136.59089,          NaN,         NaN
  7977.0,  2.226675E-4,  1015.78532,          NaN,         NaN, 1.280607E-12,  1136.75439,          NaN,         NaN
  7978.0,  2.496158E-4,  1015.88012,          NaN,         NaN, 1.210008E-12,  1136.91967,          NaN,         NaN
  7979.0,  2.768065E-4,  1015.98552,          NaN,         NaN, 1.135858E-12,  1137.08688,          NaN,         NaN
  7980.0,  3.038258E-4,  1016.09874,          NaN,         NaN, 1.058699E-12,  1137.25620,          NaN,         NaN
  7981.0,  3.303115E-4,  1016.21775,          NaN,         NaN, 9.790420E-13,  1137.42790,          NaN,         NaN
  7982.0,  3.559392E-4,  1016.34109,          NaN,         NaN, 8.973660E-13,  1137.60238,          NaN,         NaN
  7983.0,  3.804148E-4,  1016.46768,          NaN,         NaN, 8.141215E-13,  1137.78019,          NaN,         NaN
  7984.0,  4.034703E-4,  1016.59671,          NaN,         NaN, 7.297352E-13,  1137.96221,          NaN,         NaN
  7985.0,  4.248630E-4,  1016.72756,          NaN,         NaN, 6.446243E-13,  1138.14979,          NaN,         NaN
  7986.0,  4.443748E-4,  1016.85976,          NaN,         NaN, 5.592241E-13,  1138.34517,          NaN,         NaN
  7987.0,  4.618130E-4,  1016.99293,          NaN,         NaN, 4.740441E-13,  1138.55221,          NaN,         NaN
  7988.0,  4.770111E-4,  1017.12677,          NaN,         NaN, 3.897920E-13,  1138.77809,          NaN,         NaN
  7989.0,  4.898301E-4,  1017.26106,          NaN,         NaN, 3.076798E-13,  1139.03731,          NaN,         NaN
  7990.0,  5.001587E-4,  1017.39562,          NaN,         NaN, 2.303080E-13,  1139.36235,          NaN,         NaN
  7991.0,  5.079145E-4,  1017.53029,          NaN,         NaN, 1.645548E-13,  1139.82952,          NaN,         NaN
  7992.0,  5.130440E-4,  1017.66496,          NaN,         NaN, 1.291547E-13,  1140.55198,          NaN,         NaN
  7993.0,  5.155223E-4,  1017.79954,          NaN,         NaN, 1.471241E-13,  1141.34566,          NaN,         NaN
  7994.0,  5.153526E-4,  1017.93399,          NaN,         NaN, 2.040931E-13,  1141.88744,          NaN,         NaN
  7995.0,  5.125654E-4,  1018.06826,          NaN,         NaN, 2.761581E-13,  1142.24581,          NaN,         NaN
  7996.0,  5.072163E-4,  1018.20235,          NaN,         NaN, 3.533965E-13,  1142.51841,          NaN,         NaN
  7997.0,  4.993850E-4,  1018.33626,          NaN,         NaN, 4.321892E-13,  1142.74861,          NaN,         NaN
  7998.0,  4.891722E-4,  1018.47006,          NaN,         NaN, 5.109161E-13,  1142.95528,          NaN,         NaN
  7999.0,  4.766978E-4,  1018.60380,          NaN,         NaN, 5.886534E-13,  1143.14743,          NaN,         NaN
  8000.0,  4.620975E-4,  1018.73761,          NaN,         NaN, 6.647486E-13,  1143.32984,          NaN,         NaN
  8001.0,  4.455202E-4,  1018.87165,          NaN,         NaN, 7.386627E-13,  1143.50524,          NaN,         NaN
  8002.0,  4.271254E-4,  1019.00614,          NaN,         NaN, 8.099053E-13,  1143.67527,          NaN,         NaN
  8003.0,  4.070803E-4,  1019.14136,          NaN,         NaN, 8.780072E-13,  1143.84100,          NaN,         NaN
  8004.0,  3.855577E-4,  1019.27771,          NaN,         NaN, 9.425090E-13,  1144.00311,          NaN,         NaN
  8005.0,  3.627351E-4,  1019.41568,          NaN,         NaN, 1.002959E-12,  1144.16209,          NaN,         NaN
  8006.0,  3.387935E-4,  1019.55595,          NaN,         NaN, 1.058915E-12,  1144.31828,          NaN,         NaN
  8007.0,  3.139198E-4,  1019.69943,          NaN,         NaN, 1.109950E-12,  1144.47192,          NaN,         NaN
  8008.0,  2.883098E-4,  1019.84733,          NaN,         NaN, 1.155654E-12,  1144.62318,          NaN,         NaN
  8009.0,  2.621767E-4,  1020.00139,          NaN,         NaN, 1.195645E-12,  1144.77219,          NaN,         NaN
  8010.0,  2.357654E-4,  1020.16404,          NaN,         NaN, 1.229577E-12,  1144.91903,          NaN,         NaN
  8011.0,  2.093785E-4,  1020.33887,          NaN,         NaN, 1.257140E-12,  1145.06374,          NaN,         NaN
  8012.0,  1.834226E-4,  1020.53121,          NaN,         NaN, 1.278075E-12,  1145.20636,          NaN,         NaN
  8013.0,  1.584923E-4,  1020.74914,          NaN,         NaN, 1.292175E-12,  1145.34688,          NaN,         NaN
  8014.0,  1.355186E-4,  1021.00458,          NaN,         NaN, 1.299295E-12,  1145.48527,          NaN,         NaN
  8015.0,  1.160008E-4,  1021.31308,          NaN,         NaN, 1.299353E-12,  1145.62148,          NaN,         NaN
  8016.0,  1.022079E-4,  1021.68688,          NaN,         NaN, 1.292337E-12,  1145.75542,          NaN,         NaN
  8017.0,  9.678489E-5,  1022.11431,          NaN,         NaN, 1.278310E-12,  1145.88699,          NaN,         NaN
  8018.0,  1.011236E-4,  1022.54545,          NaN,         NaN, 1.257410E-12,  1146.01603,          NaN,         NaN
  8019.0,  1.140330E-4,  1022.92757,          NaN,         NaN, 1.229855E-12,  1146.14234,          NaN,         NaN
  8020.0,  1.328616E-4,  1023.24507,          NaN,         NaN, 1.195941E-12,  1146.26568,          NaN,         NaN
  8021.0,  1.552189E-4,  1023.50886,          NaN,         NaN, 1.156047E-12,  1146.38573,          NaN,         NaN
  8022.0,  1.794782E-4,  1023.73462,          NaN,         NaN, 1.110635E-12,  1146.50211,          NaN,         NaN
  8023.0,  2.046007E-4,  1023.93464,          NaN,         NaN, 1.060248E-12,  1146.61431,          NaN,         NaN
  8024.0,  2.298989E-4,  1024.11728,          NaN,         NaN, 1.005517E-12,  1146.72173,          NaN,         NaN
  8025.0,  2.548826E-4,  1024.28804,          NaN,         NaN, 9.471580E-13,  1146.82356,          NaN,         NaN
  8026.0,  2.791731E-4,  1024.45057,          NaN,         NaN, 8.859847E-13,  1146.91882,          NaN,         NaN
  8027.0,  3.024574E-4,  1024.60734,          NaN,         NaN, 8.229149E-13,  1147.00621,          NaN,         NaN
  8028.0,  3.244641E-4,  1024.76006,          NaN,         NaN, 7.589894E-13,  1147.08413,          NaN,         NaN
  8029.0,  3.449511E-4,  1024.90993,          NaN,         NaN, 6.953980E-13,  1147.15053,          NaN,         NaN
  8030.0,  3.636993E-4,  1025.05783,          NaN,         NaN, 6.335157E-13,  1147.20289,          NaN,         NaN
  8031.0,  3.805108E-4,  1025.20441,          NaN,         NaN, 5.749473E-13,  1147.23826,          NaN,         NaN
  8032.0,  3.952086E-4,  1025.35016,          NaN,         NaN, 5.215664E-13,  1147.25350,          NaN,         NaN
  8033.0,  4.076377E-4,  1025.49546,          NaN,         NaN, 4.755089E-13,  1147.24606,          NaN,         NaN
  8034.0,  4.176664E-4,  1025.64059,          NaN,         NaN, 4.390436E-13,  1147.21536,          NaN,         NaN
  8035.0,  4.251887E-4,  1025.78579,          NaN,         NaN, 4.142218E-13,  1147.16470,          NaN,         NaN
  8036.0,  4.301256E-4,  1025.93126,          NaN,         NaN, 4.023046E-13,  1147.10234,          NaN,         NaN
  8037.0,  4.324268E-4,  1026.07718,          NaN,         NaN, 4.032213E-13,  1147.03998,          NaN,         NaN
  8038.0,  4.320720E-4,  1026.22368,          NaN,         NaN, 4.154792E-13,  1146.98874,          NaN,         NaN
  8039.0,  4.290717E-4,  1026.37091,          NaN,         NaN, 4.366463E-13,  1146.95562,          NaN,         NaN
  8040.0,  4.234676E-4,  1026.51903,          NaN,         NaN, 4.640542E-13,  1146.94278,          NaN,         NaN
  8041.0,  4.153327E-4,  1026.66817,          NaN,         NaN, 4.953137E-13,  1146.94899,          NaN,         NaN
  8042.0,  4.047705E-4,  1026.81851,          NaN,         NaN, 5.285278E-13,  1146.97151,          NaN,         NaN
  8043.0,  3.919143E-4,  1026.97025,          NaN,         NaN, 5.622990E-13,  1147.00733,          NaN,         NaN
  8044.0,  3.769257E-4,  1027.12362,          NaN,         NaN, 5.956510E-13,  1147.05373,          NaN,         NaN
  8045.0,  3.599932E-4,  1027.27892,          NaN,         NaN, 6.279327E-13,  1147.10847,          NaN,         NaN
  8046.0,  3.413305E-4,  1027.43651,          NaN,         NaN, 6.587321E-13,  1147.16985,          NaN,         NaN
  8047.0,  3.211743E-4,  1027.59687,          NaN,         NaN, 6.878070E-13,  1147.23656,          NaN,         NaN
  8048.0,  2.997838E-4,  1027.76062,          NaN,         NaN, 7.150286E-13,  1147.30769,          NaN,         NaN
  8049.0,  2.774390E-4,  1027.92860,          NaN,         NaN, 7.403381E-13,  1147.38262,          NaN,         NaN
  8050.0,  2.544420E-4,  1028.10193,          NaN,         NaN, 7.637110E-13,  1147.46093,          NaN,         NaN
  8051.0,  2.311198E-4,  1028.28212,          NaN,         NaN, 7.851298E-13,  1147.54239,          NaN,         NaN
  8052.0,  2.078303E-4,  1028.47129,          NaN,         NaN, 8.045630E-13,  1147.62692,          NaN,         NaN
  8053.0,  1.849753E-4,  1028.67235,          NaN,         NaN, 8.219501E-13,  1147.71452,          NaN,         NaN
  8054.0,  1.630216E-4,  1028.88933,          NaN,         NaN, 8.371925E-13,  1147.80527,          NaN,         NaN
  8055.0,  1.425346E-4,  1029.12766,          NaN,         NaN, 8.501506E-13,  1147.89928,          NaN,         NaN
  8056.0,  1.242242E-4,  1029.39401,          NaN,         NaN, 8.606452E-13,  1147.99671,          NaN,         NaN
  8057.0,  1.089806E-4,  1029.69499,          NaN,         NaN, 8.684644E-13,  1148.09773,          NaN,         NaN
  8058.0,  9.783253E-5,  1030.03291,          NaN,         NaN, 8.733730E-13,  1148.20252,          NaN,         NaN
